policy_number,policy_deductible,policy_annual_premium,umbrella_limit,insured_age,incident_hour_of_the_day,collision_type,number_of_vehicles,total_claim_amount,fraud_reported
POL50870,2000,700,100000,30,19,Rear-End,3,8789,No
POL37381,2000,557,50000,45,16,Rollover,4,8738,No
POL20517,500,2614,150000,64,22,Rear-End,3,17206,Yes
POL67891,2000,2848,100000,39,9,Hit & Run,2,6188,Yes
POL63794,1000,1263,150000,80,4,Front Collision,3,3438,Yes
POL76345,2000,1827,50000,78,16,Side Impact,1,16557,Yes
POL49540,500,834,50000,76,6,Side Impact,5,12601,Yes
POL24535,1000,1551,150000,66,9,Side Impact,4,15232,Yes
POL71150,500,1872,100000,55,8,Front Collision,5,9530,Yes
POL63207,1000,2794,150000,51,6,Front Collision,5,5250,Yes
POL25387,500,901,50000,71,20,Rollover,3,5571,No
POL63926,500,2187,50000,40,3,Side Impact,2,4615,No
POL18287,500,706,100000,85,11,Front Collision,2,4057,Yes
POL80085,500,2994,100000,45,23,Side Impact,3,6085,Yes
POL30323,1000,564,100000,46,8,Rollover,2,5767,No
POL79188,500,1563,100000,40,10,Side Impact,5,13784,No
POL32726,2000,614,100000,20,1,Rear-End,4,6648,Yes
POL20715,2000,881,50000,63,14,Hit & Run,1,16338,No
POL75375,500,1949,50000,56,0,Front Collision,1,13633,Yes
POL46695,500,2514,100000,81,6,Side Impact,5,19671,No
POL92085,500,712,150000,83,0,Front Collision,4,8912,No
POL54086,1000,2685,50000,75,15,Hit & Run,1,19406,No
POL91604,2000,1698,50000,54,10,Side Impact,3,8209,No
POL48814,500,2990,50000,19,5,Rollover,4,15506,Yes
POL35303,500,1575,50000,39,11,Hit & Run,4,2552,Yes
POL33754,500,2667,50000,56,21,Rear-End,5,19923,No
POL93171,1000,1710,50000,79,7,Front Collision,3,5632,Yes
POL57390,1000,638,150000,33,11,Hit & Run,2,4434,No
POL70362,2000,936,100000,46,5,Rear-End,3,16120,Yes
POL73717,2000,2281,50000,36,8,Front Collision,2,5643,Yes
POL15769,500,1401,150000,31,6,Rollover,3,17533,Yes
POL57074,1000,2692,100000,20,21,Side Impact,5,4755,No
POL50553,500,2750,50000,20,20,Rear-End,5,3528,No
POL59803,1000,2804,100000,36,23,Hit & Run,2,8579,No
POL48016,1000,1769,50000,66,1,Side Impact,4,5406,Yes
POL68042,500,2253,100000,70,12,Rollover,2,1880,Yes
POL77742,2000,1888,50000,51,12,Front Collision,2,14229,Yes
POL40099,500,2055,100000,44,9,Side Impact,2,18828,Yes
POL34553,2000,790,150000,41,4,Front Collision,3,19033,No
POL25075,500,2647,100000,82,2,Hit & Run,3,2388,Yes
POL11392,2000,1719,50000,79,8,Rear-End,4,7140,No
POL17336,2000,713,50000,79,1,Rear-End,3,11123,No
POL27651,1000,2182,100000,82,16,Hit & Run,5,11624,Yes
POL90601,1000,2089,100000,71,22,Front Collision,4,5145,No
POL25422,1000,1061,100000,24,12,Front Collision,5,8145,No
POL36669,2000,1837,50000,19,15,Side Impact,1,19962,Yes
POL25260,1000,2504,150000,25,2,Hit & Run,1,7763,Yes
POL81311,500,789,50000,18,20,Side Impact,1,18386,Yes
POL67124,500,611,150000,83,6,Side Impact,2,13140,Yes
POL21326,1000,2827,50000,41,14,Hit & Run,1,8843,No
POL67966,500,1981,50000,27,13,Front Collision,5,6563,No
POL14338,500,1764,100000,80,21,Front Collision,4,13517,No
POL16932,2000,1403,100000,57,16,Hit & Run,5,11037,No
POL67562,500,2199,150000,63,21,Front Collision,2,1220,Yes
POL38669,1000,2349,150000,52,12,Hit & Run,4,7775,Yes
POL93333,1000,1486,50000,43,22,Front Collision,5,11390,No
POL57242,500,1614,100000,63,17,Hit & Run,1,17535,Yes
POL46690,1000,823,100000,51,7,Rollover,2,12663,Yes
POL11594,2000,2401,100000,46,2,Side Impact,2,7058,No
POL23180,2000,2008,100000,36,3,Rollover,1,10394,No
POL78430,2000,1010,150000,81,15,Side Impact,1,17358,Yes
POL29858,2000,2847,100000,61,22,Rollover,2,7956,Yes
POL78680,500,661,100000,23,4,Rollover,4,4707,Yes
POL13033,1000,715,100000,68,21,Front Collision,4,12204,No
POL80221,500,1960,50000,37,19,Hit & Run,2,2454,Yes
POL87700,500,1452,50000,78,3,Front Collision,3,11557,Yes
POL97385,500,2027,100000,27,15,Rollover,5,8597,No
POL25990,2000,1768,150000,69,8,Side Impact,2,18950,Yes
POL68313,500,1673,50000,22,0,Front Collision,5,14042,No
POL34272,500,1321,50000,37,14,Hit & Run,5,11994,Yes
POL84188,1000,2938,100000,64,18,Front Collision,2,19478,No
POL98078,1000,1650,50000,74,5,Side Impact,3,7586,Yes
POL71742,2000,2575,50000,62,20,Side Impact,1,13281,Yes
POL48294,1000,1170,150000,79,13,Front Collision,5,4706,Yes
POL75272,500,2872,50000,64,18,Hit & Run,4,19438,No
POL40864,500,2775,150000,47,1,Hit & Run,1,19457,No
POL93892,2000,2346,100000,35,8,Front Collision,3,7516,No
POL64054,2000,1690,50000,54,13,Hit & Run,2,8385,No
POL33503,500,2395,150000,84,2,Front Collision,4,3463,Yes
POL33909,2000,566,150000,81,13,Hit & Run,2,13124,Yes
POL72638,500,1725,50000,78,13,Side Impact,3,9653,No
POL69144,2000,2596,150000,72,16,Rear-End,5,15222,No
POL47789,1000,1372,50000,48,3,Hit & Run,1,10411,Yes
POL12036,2000,2132,150000,27,8,Side Impact,2,11130,No
POL31633,2000,2557,50000,18,9,Rear-End,1,6307,Yes
POL32755,1000,2491,50000,85,23,Side Impact,5,11228,No
POL19311,1000,1006,50000,46,5,Front Collision,3,14538,Yes
POL19758,1000,1528,100000,49,1,Rear-End,4,8294,Yes
POL23197,500,1018,150000,60,6,Rear-End,5,19352,Yes
POL69306,2000,1570,50000,31,0,Front Collision,4,12113,No
POL14879,1000,1400,50000,73,22,Front Collision,2,6121,Yes
POL15497,500,1930,50000,20,13,Rear-End,3,14672,Yes
POL83065,500,2553,150000,23,8,Side Impact,3,19435,No
POL71970,500,1231,150000,54,17,Side Impact,1,16587,Yes
POL15372,500,1013,50000,75,12,Hit & Run,2,2301,No
POL79902,1000,2333,50000,82,4,Side Impact,5,19458,No
POL54653,1000,1889,150000,50,22,Front Collision,3,12177,No
POL88796,500,1686,150000,56,4,Rear-End,4,6458,Yes
POL50848,1000,910,100000,42,20,Rear-End,3,7065,No
POL79887,1000,1865,100000,63,8,Rear-End,4,5731,No
POL18070,500,996,150000,46,17,Rear-End,3,10460,Yes
POL15060,500,2187,100000,83,16,Rear-End,1,6913,No
POL62787,2000,2702,100000,74,6,Side Impact,1,3003,Yes
POL92411,500,2508,100000,19,12,Rollover,5,12068,No
POL29215,1000,1087,150000,78,3,Rear-End,3,16416,Yes
POL68223,1000,2731,100000,59,8,Side Impact,5,16219,No
POL75940,500,655,50000,48,7,Rear-End,4,4740,No
POL42485,2000,2202,150000,78,23,Front Collision,5,7329,Yes
POL22726,2000,2131,100000,54,19,Side Impact,2,8864,No
POL96991,500,1699,50000,31,9,Side Impact,1,2373,Yes
POL16873,500,1613,50000,53,7,Rear-End,5,1919,Yes
POL72334,2000,1021,100000,50,15,Rear-End,2,18012,Yes
POL66728,1000,801,150000,24,6,Front Collision,5,7242,Yes
POL92210,2000,519,150000,39,4,Side Impact,2,4507,Yes
POL32609,2000,2334,50000,29,9,Rear-End,1,14472,Yes
POL88199,500,1743,50000,79,23,Rear-End,5,6924,No
POL11234,500,2011,100000,79,13,Rollover,4,13156,Yes
POL65404,500,2226,100000,32,12,Hit & Run,4,8300,Yes
POL43462,1000,2594,100000,75,13,Rollover,5,8318,Yes
POL88811,500,824,100000,35,8,Rollover,2,19680,No
POL59070,1000,1097,50000,55,20,Front Collision,5,1349,Yes
POL90217,1000,621,100000,21,16,Front Collision,3,4596,Yes
POL68917,500,2573,100000,21,6,Front Collision,1,10996,Yes
POL38475,500,2195,150000,30,12,Rollover,1,4718,No
POL17816,1000,2722,50000,29,9,Rear-End,4,3604,No
POL26329,2000,2335,150000,42,19,Rear-End,4,5477,No
POL78887,2000,689,150000,54,6,Rear-End,2,9795,Yes
POL80197,2000,1645,150000,59,2,Front Collision,3,10625,Yes
POL48014,1000,948,150000,19,2,Hit & Run,1,5041,No
POL94330,1000,1927,100000,82,7,Rollover,3,15835,Yes
POL16318,500,1116,50000,56,16,Rear-End,5,11765,No
POL25794,1000,526,150000,41,14,Rear-End,1,17553,Yes
POL22696,2000,915,150000,20,18,Rollover,3,12964,No
POL73022,500,1481,100000,31,13,Hit & Run,5,1548,No
POL42843,2000,1711,150000,85,6,Rear-End,2,3108,No
POL88404,2000,543,150000,30,17,Rollover,3,7530,Yes
POL12813,1000,591,150000,40,0,Rollover,3,16001,No
POL81656,1000,2954,100000,18,6,Rear-End,3,6617,Yes
POL80647,1000,672,100000,30,22,Rear-End,1,8865,No
POL63941,2000,561,50000,55,9,Rollover,3,4415,Yes
POL38750,500,813,100000,21,8,Front Collision,2,16113,Yes
POL51790,2000,2091,150000,25,1,Hit & Run,3,14392,No
POL41262,500,2885,100000,30,18,Rear-End,3,16615,No
POL18770,1000,523,100000,59,2,Hit & Run,2,17705,No
POL12916,2000,2364,150000,30,16,Side Impact,3,2989,No
POL12611,2000,633,50000,24,22,Rollover,5,4886,No
POL61544,1000,2643,50000,38,16,Front Collision,4,17829,No
POL10099,1000,1713,150000,57,5,Rear-End,1,14518,Yes
POL47545,2000,2367,150000,50,12,Front Collision,3,3354,Yes
POL21953,2000,524,100000,48,8,Front Collision,3,11369,Yes
POL90226,500,2936,50000,26,3,Hit & Run,5,1997,Yes
POL58511,500,2885,100000,64,20,Rollover,5,5513,Yes
POL94871,1000,2928,100000,71,0,Rollover,4,5262,No
POL92075,2000,2875,150000,20,12,Side Impact,1,10667,Yes
POL59262,500,915,150000,28,15,Rear-End,2,11907,Yes
POL93433,1000,1406,100000,66,7,Front Collision,5,9347,Yes
POL54431,2000,2470,100000,22,22,Hit & Run,2,16929,Yes
POL90849,2000,1085,100000,72,15,Rear-End,3,4025,Yes
POL75635,2000,2976,50000,18,22,Front Collision,3,11145,Yes
POL75790,2000,2946,50000,34,22,Rollover,3,12473,Yes
POL12436,1000,1174,150000,29,15,Rollover,3,2651,Yes
POL52698,1000,503,50000,21,6,Hit & Run,1,7325,Yes
POL13083,500,1113,150000,61,5,Front Collision,1,9163,No
POL94657,2000,1827,150000,55,19,Rear-End,1,18412,Yes
POL21467,1000,955,50000,72,13,Front Collision,3,16598,Yes
POL88717,500,2505,150000,26,8,Rear-End,3,16133,Yes
POL70049,1000,1185,100000,71,15,Side Impact,3,6429,Yes
POL81421,500,1080,150000,84,22,Rear-End,5,17931,Yes
POL47357,1000,2887,150000,53,10,Rollover,3,1794,Yes
POL64124,1000,569,100000,56,0,Rollover,2,19050,No
POL24524,1000,1074,100000,50,11,Side Impact,5,6258,No
POL70822,1000,1671,50000,25,18,Rollover,4,19954,Yes
POL41683,500,1303,100000,36,9,Hit & Run,3,1285,Yes
POL64831,500,505,100000,18,11,Rollover,1,9392,Yes
POL48658,1000,736,100000,34,3,Hit & Run,3,11732,Yes
POL85149,2000,1547,100000,54,8,Rollover,5,9465,Yes
POL33728,2000,1953,150000,76,13,Side Impact,4,14120,No
POL44130,1000,594,100000,59,12,Rear-End,5,19455,No
POL42840,500,2262,100000,20,1,Side Impact,1,2970,Yes
POL41921,1000,2214,150000,62,4,Side Impact,1,10249,No
POL28955,2000,748,50000,50,1,Front Collision,1,13870,Yes
POL76042,2000,964,50000,73,17,Side Impact,5,2580,No
POL83909,500,2663,150000,61,4,Rear-End,5,2559,Yes
POL89632,2000,2684,50000,78,17,Side Impact,2,6784,Yes
POL47539,500,1611,100000,29,1,Rear-End,5,16632,No
POL43529,2000,2167,100000,55,1,Rear-End,1,13945,Yes
POL16730,2000,939,150000,76,2,Front Collision,5,15534,No
POL57273,500,872,100000,75,1,Rollover,2,1932,No
POL41546,1000,1829,150000,64,19,Rear-End,4,14395,No
POL87157,2000,2043,100000,46,15,Rear-End,4,10715,No
POL29990,500,1169,100000,44,4,Rear-End,3,16920,Yes
POL56101,1000,596,150000,64,2,Front Collision,2,3123,Yes
POL16433,500,1310,150000,73,2,Front Collision,4,7425,Yes
POL35673,2000,949,150000,35,19,Rear-End,1,19077,Yes
POL31863,2000,1993,100000,24,20,Hit & Run,2,2370,No
POL51379,1000,2603,150000,21,0,Side Impact,4,3893,No
POL44886,2000,1696,100000,71,3,Side Impact,3,8085,Yes
POL87937,2000,1054,100000,30,6,Rollover,1,3024,Yes
POL64967,500,2753,50000,71,1,Rear-End,5,19324,Yes
POL60691,2000,680,50000,29,23,Side Impact,2,14310,No
POL70014,2000,2626,150000,53,18,Hit & Run,3,9016,Yes
POL15566,2000,1489,150000,46,13,Rollover,1,12975,Yes
POL92241,2000,1401,150000,65,20,Hit & Run,2,8402,No
POL77106,1000,2655,150000,40,0,Front Collision,3,19932,No
POL73346,1000,1642,50000,35,0,Side Impact,1,1825,No
POL17342,500,2056,50000,78,17,Rollover,2,16972,No
POL84733,2000,2408,100000,66,4,Hit & Run,3,15816,No
POL18856,500,1766,50000,48,23,Side Impact,4,9416,No
POL24058,2000,866,100000,70,20,Rollover,2,6789,Yes
POL10359,1000,2075,150000,59,9,Side Impact,1,10644,Yes
POL51318,1000,1652,150000,69,0,Front Collision,3,6236,Yes
POL20416,2000,2246,100000,56,16,Front Collision,3,17601,Yes
POL77172,1000,2109,100000,38,20,Side Impact,5,10323,Yes
POL57228,2000,1973,150000,81,10,Rollover,1,8885,Yes
POL58394,500,1338,100000,82,5,Front Collision,4,13453,No
POL22551,2000,1485,100000,33,22,Rollover,5,17469,Yes
POL31599,2000,1772,50000,41,22,Side Impact,2,1965,No
POL75046,2000,1768,50000,48,4,Rear-End,2,14377,Yes
POL39070,500,2341,50000,71,15,Side Impact,2,18317,No
POL46757,1000,1005,100000,76,0,Rollover,2,19435,No
POL58788,1000,1821,150000,20,13,Front Collision,1,13899,Yes
POL64146,2000,1875,100000,44,9,Hit & Run,2,16688,No
POL40010,500,2776,100000,62,3,Rear-End,2,12946,Yes
POL57708,500,1966,50000,31,8,Rollover,5,7114,Yes
POL37299,2000,1456,150000,51,14,Front Collision,2,17442,No
POL75295,500,2178,150000,84,23,Rollover,2,17354,No
POL80937,2000,1836,150000,74,21,Rollover,2,16772,No
POL78846,500,1835,150000,29,20,Rear-End,1,9490,Yes
POL45709,1000,2865,50000,76,15,Hit & Run,5,13942,Yes
POL41602,2000,2503,100000,25,0,Rollover,2,14597,Yes
POL14009,1000,2468,150000,33,22,Rear-End,2,19149,No
POL52259,1000,2498,150000,71,15,Front Collision,5,15505,Yes
POL34010,1000,1182,100000,70,23,Side Impact,3,15985,Yes
POL60962,500,1037,50000,32,12,Side Impact,5,2048,No
POL31168,2000,1061,100000,44,22,Hit & Run,3,9184,No
POL21385,1000,1866,50000,24,14,Side Impact,1,11604,Yes
POL12155,500,658,150000,75,8,Rollover,1,2679,No
POL27927,1000,1355,150000,39,15,Front Collision,3,7493,Yes
POL35046,1000,2164,50000,58,9,Side Impact,4,4336,No
POL66847,500,1868,150000,22,22,Hit & Run,2,8541,Yes
POL36203,1000,2809,100000,25,17,Rear-End,5,18693,No
POL29491,500,1865,150000,61,8,Front Collision,5,7147,No
POL19022,500,2019,100000,37,17,Front Collision,5,13214,No
POL27636,500,2545,50000,76,4,Rollover,2,4980,Yes
POL73602,1000,1524,150000,39,19,Front Collision,4,9399,No
POL27124,1000,1491,50000,35,13,Rear-End,5,13198,Yes
POL55164,2000,1790,150000,61,1,Hit & Run,2,5029,Yes
POL76208,1000,2207,150000,79,17,Side Impact,2,13201,Yes
POL52543,500,553,150000,63,20,Hit & Run,1,9037,No
POL12645,2000,2406,50000,36,13,Side Impact,5,10425,Yes
POL99840,2000,1247,50000,53,4,Hit & Run,5,9808,Yes
POL82839,500,2007,150000,78,14,Front Collision,5,6769,No
POL26656,1000,1938,100000,21,16,Side Impact,4,1435,Yes
POL84376,500,1399,150000,43,0,Hit & Run,2,3125,No
POL50988,2000,1968,150000,66,14,Front Collision,2,4440,No
POL29927,2000,2448,50000,39,18,Rear-End,3,19840,Yes
POL64961,500,1719,150000,68,0,Hit & Run,1,13899,No
POL80003,1000,2423,150000,27,10,Rollover,3,7432,Yes
POL61946,1000,1906,50000,26,21,Side Impact,3,3152,No
POL33500,2000,1346,50000,77,11,Hit & Run,2,11061,No
POL52653,500,1708,50000,62,0,Rear-End,4,15672,No
POL41323,2000,2279,50000,53,1,Hit & Run,2,3443,No
POL79173,1000,513,50000,43,22,Rear-End,4,4261,Yes
POL84294,2000,1361,150000,30,6,Rollover,1,5425,No
POL17502,2000,1370,150000,48,7,Front Collision,5,4534,No
POL99128,1000,2701,50000,72,7,Side Impact,1,4644,No
POL15638,1000,2377,150000,73,6,Front Collision,1,17856,Yes
POL89494,1000,729,100000,76,11,Hit & Run,4,8114,Yes
POL17016,2000,1702,100000,62,6,Front Collision,3,8830,No
POL61801,1000,2183,50000,84,20,Side Impact,1,2619,Yes
POL83190,500,1309,100000,75,16,Rollover,1,19480,Yes
POL98451,500,1946,150000,19,8,Rear-End,1,1536,Yes
POL12082,500,2471,150000,57,4,Front Collision,3,18305,No
POL35286,1000,2342,50000,59,21,Front Collision,4,3162,No
POL17187,2000,2267,50000,77,6,Rear-End,1,17920,No
POL99648,500,673,150000,18,18,Front Collision,1,17428,No
POL39703,2000,1842,100000,35,11,Hit & Run,1,10390,No
POL66578,2000,1894,100000,75,7,Rollover,4,1544,Yes
POL47005,1000,689,100000,41,2,Side Impact,2,17010,No
POL38550,2000,2712,50000,55,4,Hit & Run,2,18423,No
POL82673,2000,1117,150000,61,11,Hit & Run,3,5178,Yes
POL24780,2000,1496,50000,83,23,Rollover,1,15697,No
POL10925,500,2649,100000,57,2,Front Collision,2,3007,Yes
POL70384,500,1062,150000,32,16,Front Collision,3,13657,No
POL26552,2000,726,150000,62,21,Side Impact,5,5582,Yes
POL27288,500,2444,100000,72,1,Side Impact,1,15264,Yes
POL43610,500,2424,50000,21,8,Side Impact,3,18891,No
POL62860,500,2429,50000,77,5,Rear-End,4,10750,No
POL65331,1000,2248,150000,54,12,Rollover,2,8250,No
POL72063,2000,588,50000,74,16,Hit & Run,5,3749,No
POL36002,2000,1904,50000,68,16,Rollover,5,17409,Yes
POL66072,500,1803,50000,71,6,Rollover,3,8108,No
POL79330,500,1536,50000,54,17,Rear-End,1,11689,Yes
POL44909,1000,2451,50000,49,18,Rollover,4,14315,Yes
POL32106,500,1900,150000,31,6,Front Collision,2,15760,No
POL53590,2000,777,100000,56,10,Rear-End,5,19873,Yes
POL47465,500,2529,100000,78,4,Rear-End,1,6134,No
POL14768,500,2130,50000,38,11,Rear-End,2,3615,Yes
POL83124,500,905,150000,29,21,Side Impact,3,4563,No
POL26254,1000,1038,150000,44,1,Rollover,2,18815,Yes
POL47521,500,2486,50000,22,4,Rollover,3,6905,Yes
POL39100,2000,676,150000,38,19,Rollover,4,12553,Yes
POL10012,500,1126,50000,46,2,Front Collision,3,18616,Yes
POL51032,500,2633,50000,82,15,Front Collision,1,5799,Yes
POL30350,500,1777,100000,70,6,Hit & Run,5,15542,No
POL82969,1000,2888,100000,37,11,Rollover,1,4069,No
POL80452,1000,1086,100000,54,9,Front Collision,4,12923,Yes
POL43150,500,946,50000,46,22,Rear-End,5,8559,Yes
POL67819,500,1895,50000,20,21,Rollover,3,15221,Yes
POL54079,500,1020,50000,83,19,Front Collision,5,12435,No
POL75148,2000,824,150000,65,21,Rear-End,4,7506,Yes
POL89877,500,2502,150000,78,14,Hit & Run,3,6561,Yes
POL17880,2000,1154,50000,35,10,Hit & Run,2,2644,No
POL80343,1000,2784,50000,63,2,Rear-End,4,19986,No
POL63361,500,956,50000,34,6,Front Collision,1,7430,No
POL16624,2000,1354,50000,53,18,Hit & Run,2,7177,No
POL46250,2000,834,150000,81,15,Rear-End,1,4003,Yes
POL84434,1000,1896,50000,55,10,Side Impact,5,15991,Yes
POL14807,500,614,100000,23,16,Front Collision,2,13328,Yes
POL49057,1000,2587,150000,70,11,Hit & Run,4,19146,Yes
POL84355,2000,2158,150000,81,18,Front Collision,5,19381,No
POL27454,1000,1531,50000,18,16,Rollover,2,8147,Yes
POL57987,2000,1123,150000,80,17,Rollover,3,7242,Yes
POL88250,2000,1800,50000,85,2,Side Impact,2,3669,Yes
POL71097,500,1949,50000,79,17,Rollover,5,9210,No
POL75512,2000,1836,150000,28,16,Front Collision,3,2361,Yes
POL93269,500,984,100000,32,10,Rollover,2,8543,Yes
POL51182,2000,2894,150000,75,15,Side Impact,3,13979,No
POL11855,2000,2435,150000,60,21,Rear-End,1,7317,Yes
POL56503,500,1295,150000,18,20,Rear-End,4,17826,No
POL85190,2000,1231,150000,56,5,Rollover,4,14307,Yes
POL55500,2000,2380,100000,19,19,Hit & Run,4,13097,Yes
POL32995,500,2512,150000,80,10,Rollover,5,5995,No
POL42176,1000,783,150000,53,15,Side Impact,2,15951,No
POL94255,500,1890,150000,46,6,Rear-End,5,8030,Yes
POL52656,500,1146,50000,59,23,Hit & Run,2,11272,Yes
POL79078,2000,573,150000,18,3,Front Collision,2,8606,No
POL16323,500,2331,100000,30,11,Rear-End,2,12292,No
POL51264,1000,1805,150000,81,6,Front Collision,4,16096,Yes
POL77085,1000,1635,100000,71,7,Front Collision,5,10899,No
POL38978,500,2681,100000,21,20,Hit & Run,3,12427,No
POL70062,2000,1807,100000,25,15,Side Impact,3,7120,No
POL21809,2000,2238,150000,73,23,Rear-End,5,15324,No
POL75643,500,1434,50000,33,15,Side Impact,2,9935,No
POL46614,500,2362,100000,43,4,Front Collision,1,9343,No
POL67488,1000,1891,50000,55,3,Rollover,2,5158,Yes
POL59895,2000,2798,50000,77,20,Front Collision,4,1707,Yes
POL14892,1000,2726,100000,31,9,Front Collision,5,8012,No
POL57064,1000,2980,150000,24,13,Rear-End,4,18049,Yes
POL44585,2000,753,150000,81,23,Hit & Run,2,13735,No
POL57894,2000,2366,50000,80,20,Rear-End,5,3037,No
POL48783,2000,1697,150000,70,0,Rear-End,5,11570,Yes
POL76609,1000,2112,100000,51,22,Rollover,4,14583,No
POL73050,2000,2960,100000,52,5,Side Impact,5,10363,No
POL54687,500,1020,150000,21,21,Front Collision,3,3423,No
POL27473,2000,2494,150000,60,19,Front Collision,1,4980,No
POL72559,1000,785,150000,62,12,Rollover,3,10199,No
POL26423,500,2330,50000,26,15,Rollover,1,7404,No
POL50191,1000,2948,50000,57,7,Rear-End,4,3696,No
POL30402,500,1727,100000,42,20,Front Collision,1,11047,Yes
POL54557,2000,1503,100000,81,4,Side Impact,3,1988,No
POL17465,500,1420,100000,56,20,Rollover,2,4573,No
POL83896,500,546,150000,82,12,Rollover,4,7376,No
POL86846,1000,2744,100000,64,19,Front Collision,2,19386,Yes
POL22162,2000,1333,100000,69,8,Hit & Run,2,2166,Yes
POL84414,2000,2598,50000,74,6,Rear-End,5,4025,No
POL10927,1000,1186,100000,28,2,Side Impact,4,1908,No
POL29325,2000,1358,100000,25,8,Hit & Run,3,16792,No
POL77567,500,887,50000,35,8,Side Impact,5,4202,Yes
POL71342,500,1069,100000,24,7,Front Collision,4,17770,No
POL89888,1000,1264,100000,63,15,Front Collision,4,14184,No
POL93269,500,1225,100000,37,19,Hit & Run,1,9907,Yes
POL88585,2000,671,150000,26,6,Hit & Run,3,7690,Yes
POL99416,2000,1390,50000,64,19,Rear-End,1,5992,No
POL57292,2000,2746,50000,38,11,Front Collision,5,9837,Yes
POL20214,2000,1035,100000,38,2,Front Collision,2,18765,No
POL74692,2000,1534,100000,64,14,Rollover,4,6224,No
POL55551,500,555,100000,21,22,Front Collision,3,17136,Yes
POL41403,2000,1488,100000,42,21,Hit & Run,1,19621,Yes
POL63992,2000,2795,150000,57,21,Hit & Run,5,6934,No
POL96458,2000,745,50000,82,15,Rear-End,5,6884,Yes
POL39015,500,676,50000,24,20,Hit & Run,1,14827,Yes
POL11870,500,1049,150000,50,23,Rollover,1,5442,No
POL38444,2000,650,50000,26,12,Front Collision,5,13578,Yes
POL21471,500,1545,100000,68,11,Hit & Run,3,8184,Yes
POL42153,500,2330,100000,37,21,Side Impact,5,15713,No
POL31275,2000,693,50000,21,4,Side Impact,5,4026,No
POL92141,2000,1393,50000,40,0,Hit & Run,4,12960,Yes
POL63712,2000,1346,150000,75,17,Rollover,5,10181,No
POL45602,500,2716,150000,79,1,Hit & Run,2,10533,No
POL53223,2000,1967,150000,19,3,Front Collision,1,7808,Yes
POL41568,500,1694,150000,76,10,Side Impact,4,8590,Yes
POL51982,500,1485,100000,59,7,Front Collision,5,9690,No
POL92591,2000,2671,100000,46,11,Rear-End,4,13151,Yes
POL56512,2000,2648,100000,72,17,Side Impact,1,13224,Yes
POL99749,1000,1995,100000,75,11,Side Impact,1,9982,Yes
POL51121,500,2029,150000,20,8,Hit & Run,5,7966,No
POL70940,500,1424,100000,45,5,Rollover,4,7628,No
POL32561,2000,1580,150000,37,6,Rear-End,2,13242,No
POL45500,1000,2212,50000,56,15,Rear-End,3,5383,No
POL70184,2000,1229,50000,24,5,Rollover,1,16099,No
POL21839,500,1474,150000,61,6,Hit & Run,4,6380,Yes
POL79642,1000,2325,100000,71,1,Side Impact,5,5430,Yes
POL81925,2000,1041,150000,84,6,Front Collision,5,2598,Yes
POL67530,1000,1520,150000,65,11,Hit & Run,3,16098,Yes
POL39059,1000,1461,100000,51,23,Front Collision,3,15969,No
POL55679,2000,1474,100000,72,17,Front Collision,2,9158,Yes
